,date,precipitation,temp_max,temp_min,wind,weather,month,year
840,2014-04-20,0.0,15.6,5.6,2.7,sun,April,2014
841,2014-04-21,5.1,17.2,7.8,2.5,fog,April,2014
842,2014-04-22,14.2,12.2,5.0,4.2,fog,April,2014
843,2014-04-23,8.9,11.7,6.1,5.0,fog,April,2014
844,2014-04-24,12.4,13.9,6.1,5.3,fog,April,2014
845,2014-04-25,0.0,14.4,5.6,2.3,sun,April,2014
846,2014-04-26,3.3,15.0,5.6,3.9,sun,April,2014
847,2014-04-27,6.9,11.1,6.1,5.8,fog,April,2014
848,2014-04-28,0.0,16.1,4.4,2.6,sun,April,2014
849,2014-04-29,0.0,25.0,9.4,2.3,sun,April,2014
850,2014-04-30,0.0,27.8,9.4,3.9,sun,April,2014
851,2014-05-01,0.0,29.4,11.1,3.0,sun,May,2014
852,2014-05-02,0.0,18.3,10.6,4.7,sun,May,2014
853,2014-05-03,33.3,15.0,8.9,3.4,fog,May,2014
854,2014-05-04,16.0,14.4,8.9,4.2,fog,May,2014
855,2014-05-05,5.1,15.6,9.4,3.8,fog,May,2014
856,2014-05-06,0.0,16.7,8.3,2.6,sun,May,2014
857,2014-05-07,0.0,18.3,7.2,1.7,sun,May,2014
858,2014-05-08,13.7,13.9,9.4,3.4,fog,May,2014
859,2014-05-09,2.0,13.3,7.2,5.6,sun,May,2014
860,2014-05-10,0.5,15.6,7.2,2.1,fog,May,2014
861,2014-05-11,0.0,18.9,8.3,1.7,sun,May,2014
862,2014-05-12,0.0,24.4,9.4,2.7,sun,May,2014
863,2014-05-13,0.0,26.7,12.8,3.8,sun,May,2014
864,2014-05-14,0.0,27.8,13.3,3.3,sun,May,2014
865,2014-05-15,0.0,26.7,12.8,3.0,sun,May,2014
866,2014-05-16,0.0,20.0,11.7,4.1,sun,May,2014
867,2014-05-17,0.0,20.0,11.7,3.2,sun,May,2014
868,2014-05-18,0.0,20.0,10.6,3.2,sun,May,2014
869,2014-05-19,0.0,21.1,10.0,2.2,sun,May,2014
870,2014-05-20,0.0,22.2,10.0,2.7,sun,May,2014
871,2014-05-21,0.0,20.0,10.6,1.7,sun,May,2014
872,2014-05-22,0.0,24.4,11.7,2.5,sun,May,2014
873,2014-05-23,3.8,20.0,12.8,4.0,fog,May,2014
874,2014-05-24,0.0,18.3,11.1,2.4,sun,May,2014
875,2014-05-25,5.6,15.0,10.6,1.4,fog,May,2014
876,2014-05-26,0.0,18.3,11.1,4.5,sun,May,2014
877,2014-05-27,0.0,20.0,10.0,2.5,sun,May,2014
878,2014-05-28,0.0,18.9,10.0,3.4,sun,May,2014
879,2014-05-29,0.0,18.9,11.1,4.3,sun,May,2014
880,2014-05-30,0.0,20.6,8.9,4.5,sun,May,2014
881,2014-05-31,0.0,23.3,10.0,2.2,sun,May,2014
882,2014-06-01,0.0,22.2,10.6,2.3,sun,June,2014
883,2014-06-02,0.0,23.3,11.1,2.4,sun,June,2014
884,2014-06-03,0.0,18.3,11.1,3.2,sun,June,2014
885,2014-06-04,0.0,19.4,10.0,2.6,sun,June,2014
886,2014-06-05,0.0,22.2,10.0,2.4,sun,June,2014
887,2014-06-06,0.0,25.0,10.6,3.2,sun,June,2014
888,2014-06-07,0.0,24.4,13.3,3.1,sun,June,2014
889,2014-06-08,0.0,23.3,12.2,2.1,sun,June,2014
890,2014-06-09,0.0,21.1,13.3,3.6,sun,June,2014
891,2014-06-10,0.0,20.0,12.2,2.9,sun,June,2014
892,2014-06-11,0.0,23.9,11.1,2.7,sun,June,2014
893,2014-06-12,1.8,21.7,12.2,4.0,sun,June,2014
894,2014-06-13,6.4,15.6,11.1,5.0,fog,June,2014
895,2014-06-14,0.0,17.8,11.7,3.2,sun,June,2014
896,2014-06-15,0.5,18.3,10.0,3.6,fog,June,2014
897,2014-06-16,3.6,17.8,8.9,2.4,fog,June,2014
898,2014-06-17,1.3,17.8,10.0,3.0,fog,June,2014
899,2014-06-18,0.0,18.9,11.1,2.7,sun,June,2014
900,2014-06-19,0.8,25.6,11.7,3.7,sun,June,2014
901,2014-06-20,0.3,20.0,10.0,3.4,sun,June,2014
902,2014-06-21,0.0,22.2,10.6,3.6,sun,June,2014
903,2014-06-22,0.0,25.0,11.1,2.7,sun,June,2014
904,2014-06-23,0.0,25.0,13.3,2.5,sun,June,2014
905,2014-06-24,0.0,24.4,14.4,2.5,sun,June,2014
906,2014-06-25,0.0,26.1,13.9,2.4,sun,June,2014
907,2014-06-26,0.0,21.1,14.4,4.1,sun,June,2014
908,2014-06-27,1.8,21.1,13.9,4.5,fog,June,2014
909,2014-06-28,2.3,20.0,13.3,4.3,fog,June,2014
910,2014-06-29,0.0,20.6,12.8,3.2,sun,June,2014
911,2014-06-30,0.0,25.6,12.8,4.4,sun,June,2014
912,2014-07-01,0.0,34.4,15.6,3.5,sun,July,2014
913,2014-07-02,0.0,27.2,14.4,3.6,sun,July,2014
914,2014-07-03,0.0,21.7,13.9,3.1,sun,July,2014
915,2014-07-04,0.0,23.9,13.9,3.6,sun,July,2014
916,2014-07-05,0.0,24.4,13.3,2.2,fog,July,2014
917,2014-07-06,0.0,28.9,15.0,3.0,sun,July,2014
918,2014-07-07,0.0,27.2,17.8,4.1,fog,July,2014
919,2014-07-08,0.0,30.0,15.6,3.5,sun,July,2014
920,2014-07-09,0.0,26.7,13.9,2.3,sun,July,2014
921,2014-07-10,0.0,28.9,12.8,2.2,fog,July,2014
922,2014-07-11,0.0,31.1,15.0,2.2,sun,July,2014
923,2014-07-12,0.0,32.2,16.7,2.2,sun,July,2014
924,2014-07-13,0.0,29.4,15.0,2.6,rain,July,2014
925,2014-07-14,0.0,27.8,15.0,2.8,sun,July,2014
926,2014-07-15,0.0,31.1,13.9,2.3,sun,July,2014
927,2014-07-16,0.0,31.1,14.4,2.4,sun,July,2014
928,2014-07-17,0.0,26.7,13.9,3.7,sun,July,2014
929,2014-07-18,0.0,23.9,11.7,2.8,sun,July,2014
930,2014-07-19,0.0,25.6,15.0,5.4,fog,July,2014
931,2014-07-20,0.0,19.4,14.4,2.8,sun,July,2014
932,2014-07-21,0.0,23.9,13.3,2.2,sun,July,2014
933,2014-07-22,0.3,21.1,13.3,1.1,fog,July,2014
934,2014-07-23,19.3,18.9,13.3,3.3,sun,July,2014
935,2014-07-24,0.0,20.6,12.8,4.7,sun,July,2014
936,2014-07-25,0.0,22.8,12.2,2.7,sun,July,2014
937,2014-07-26,0.0,26.1,13.3,3.6,sun,July,2014
938,2014-07-27,0.0,28.3,15.0,4.1,sun,July,2014
939,2014-07-28,0.0,30.6,15.0,3.7,sun,July,2014
940,2014-07-29,0.0,30.0,15.6,2.8,sun,July,2014
941,2014-07-30,0.0,29.4,14.4,3.4,sun,July,2014
942,2014-07-31,0.0,30.6,17.8,4.1,sun,July,2014
943,2014-08-01,0.0,28.9,15.0,3.3,sun,August,2014
944,2014-08-02,0.5,29.4,15.6,1.7,sun,August,2014
945,2014-08-03,0.0,31.7,14.4,2.6,sun,August,2014
946,2014-08-04,0.0,32.8,16.1,2.6,sun,August,2014
947,2014-08-05,0.0,25.0,13.9,2.7,sun,August,2014
948,2014-08-06,0.0,26.1,15.0,2.2,fog,August,2014
949,2014-08-07,0.0,25.6,13.3,2.4,fog,August,2014
950,2014-08-08,0.0,25.6,13.3,2.9,sun,August,2014
951,2014-08-09,0.0,27.2,15.6,4.1,sun,August,2014
952,2014-08-10,0.0,30.6,13.9,3.4,sun,August,2014
953,2014-08-11,0.5,35.6,17.8,2.6,rain,August,2014
954,2014-08-12,12.7,27.2,17.2,3.1,fog,August,2014
955,2014-08-13,21.6,23.3,15.0,2.7,fog,August,2014
956,2014-08-14,0.0,21.1,17.2,0.6,sun,August,2014
957,2014-08-15,1.0,24.4,16.7,1.5,fog,August,2014
958,2014-08-16,0.0,25.6,15.6,2.2,sun,August,2014
959,2014-08-17,0.0,27.8,15.0,2.8,sun,August,2014
960,2014-08-18,0.0,29.4,15.6,3.3,sun,August,2014
961,2014-08-19,0.0,27.2,15.6,2.4,sun,August,2014
962,2014-08-20,0.0,21.7,13.9,3.6,sun,August,2014
963,2014-08-21,0.0,21.1,11.1,1.7,sun,August,2014
964,2014-08-22,0.0,23.9,13.3,2.9,sun,August,2014
965,2014-08-23,0.0,27.8,13.9,2.0,sun,August,2014
966,2014-08-24,0.0,25.0,13.3,2.3,sun,August,2014
967,2014-08-25,0.0,28.9,14.4,2.0,sun,August,2014
968,2014-08-26,0.0,31.1,15.6,1.8,sun,August,2014
969,2014-08-27,0.0,28.9,16.1,1.6,sun,August,2014
970,2014-08-28,0.0,23.3,14.4,2.3,sun,August,2014
971,2014-08-29,0.0,22.8,15.0,3.4,sun,August,2014
972,2014-08-30,8.4,17.8,15.0,2.2,fog,August,2014
973,2014-08-31,1.3,21.1,13.9,1.9,fog,August,2014
974,2014-09-01,0.0,23.3,12.8,2.5,sun,September,2014
975,2014-09-02,3.0,20.0,13.9,4.3,fog,September,2014
976,2014-09-03,0.0,20.6,12.8,2.7,sun,September,2014
977,2014-09-04,0.0,23.9,11.1,3.1,fog,September,2014
978,2014-09-05,0.0,27.8,13.9,6.5,fog,September,2014
979,2014-09-06,0.0,32.2,15.0,2.9,sun,September,2014
980,2014-09-07,0.0,28.3,13.3,2.1,sun,September,2014
981,2014-09-08,0.0,21.1,13.3,2.8,sun,September,2014
982,2014-09-09,0.0,21.7,13.3,2.3,sun,September,2014
983,2014-09-10,0.0,22.2,12.2,3.9,sun,September,2014
984,2014-09-11,0.0,24.4,12.8,5.3,sun,September,2014
985,2014-09-12,0.0,24.4,12.8,5.9,sun,September,2014
986,2014-09-13,0.0,28.3,10.0,4.2,sun,September,2014
987,2014-09-14,0.0,30.0,11.7,1.8,sun,September,2014
988,2014-09-15,0.0,30.6,12.2,1.2,sun,September,2014
989,2014-09-16,0.0,22.2,13.9,2.8,sun,September,2014
990,2014-09-17,0.5,22.8,14.4,2.3,sun,September,2014
991,2014-09-18,0.3,19.4,15.0,3.1,fog,September,2014
992,2014-09-19,0.0,23.9,16.1,2.8,sun,September,2014
993,2014-09-20,0.0,24.4,14.4,4.4,fog,September,2014
994,2014-09-21,0.0,26.1,12.8,3.0,sun,September,2014
995,2014-09-22,0.3,22.2,15.0,2.1,fog,September,2014
996,2014-09-23,18.3,18.9,14.4,2.5,fog,September,2014
997,2014-09-24,20.3,18.9,14.4,2.7,fog,September,2014
998,2014-09-25,4.3,21.7,14.4,2.5,fog,September,2014
999,2014-09-26,8.9,20.0,13.9,3.3,fog,September,2014
1000,2014-09-27,0.0,20.6,11.7,3.2,fog,September,2014
1001,2014-09-28,0.0,18.9,12.2,2.0,fog,September,2014
1002,2014-09-29,0.8,16.7,11.1,3.5,fog,September,2014
1003,2014-09-30,0.0,19.4,12.2,2.6,sun,September,2014
1004,2014-10-01,0.0,18.3,11.1,2.1,sun,October,2014
1005,2014-10-02,0.0,19.4,10.0,2.0,sun,October,2014
1006,2014-10-03,0.0,22.2,8.9,1.0,sun,October,2014
1007,2014-10-04,0.0,21.7,12.2,1.2,sun,October,2014
1008,2014-10-05,0.0,23.9,11.7,1.4,fog,October,2014
1009,2014-10-06,0.0,25.6,13.3,2.5,fog,October,2014
1010,2014-10-07,0.0,18.9,13.9,1.0,fog,October,2014
1011,2014-10-08,0.0,20.6,12.8,1.8,fog,October,2014
1012,2014-10-09,0.0,17.2,11.1,1.0,fog,October,2014
1013,2014-10-10,0.3,18.3,10.0,3.8,fog,October,2014
1014,2014-10-11,7.4,18.3,11.7,3.5,rain,October,2014
1015,2014-10-12,0.0,17.8,11.7,2.1,sun,October,2014
1016,2014-10-13,7.6,21.1,10.0,3.1,fog,October,2014
1017,2014-10-14,7.1,16.7,11.7,2.2,fog,October,2014
1018,2014-10-15,8.6,16.1,11.7,4.7,fog,October,2014
1019,2014-10-16,0.0,20.6,11.1,3.3,sun,October,2014
1020,2014-10-17,3.3,16.7,11.7,3.0,fog,October,2014
1021,2014-10-18,15.0,19.4,13.9,1.9,fog,October,2014
1022,2014-10-19,0.0,22.2,12.8,3.2,sun,October,2014
1023,2014-10-20,11.7,16.1,12.2,3.1,fog,October,2014
1024,2014-10-21,1.0,16.1,11.7,4.7,sun,October,2014
1025,2014-10-22,32.0,15.6,11.7,5.0,fog,October,2014
1026,2014-10-23,9.4,14.4,8.3,4.6,sun,October,2014
1027,2014-10-24,4.1,14.4,8.9,3.2,sun,October,2014
1028,2014-10-25,6.1,16.7,8.3,5.4,fog,October,2014
1029,2014-10-26,1.5,12.8,7.8,5.0,fog,October,2014
1030,2014-10-27,0.8,15.6,6.7,2.4,sun,October,2014
1031,2014-10-28,12.7,15.0,9.4,3.9,fog,October,2014
1032,2014-10-29,0.5,16.7,11.7,3.1,fog,October,2014
1033,2014-10-30,25.4,15.6,11.1,3.2,fog,October,2014
1034,2014-10-31,17.0,12.8,8.3,2.0,fog,October,2014
1035,2014-11-01,0.0,11.1,7.2,1.2,fog,November,2014
1036,2014-11-02,1.8,13.3,7.2,2.9,fog,November,2014
1037,2014-11-03,10.9,13.9,11.1,4.8,fog,November,2014
1038,2014-11-04,4.1,14.4,10.6,3.3,fog,November,2014
1039,2014-11-05,4.8,15.0,10.6,2.1,fog,November,2014
1040,2014-11-06,4.1,16.7,10.6,6.7,fog,November,2014
1041,2014-11-07,0.0,14.4,7.2,2.3,sun,November,2014
1042,2014-11-08,0.0,12.8,3.9,0.8,fog,November,2014
1043,2014-11-09,5.1,13.3,7.8,3.0,fog,November,2014
1044,2014-11-10,0.0,11.1,5.6,3.9,sun,November,2014
1045,2014-11-11,0.0,7.8,1.1,7.7,sun,November,2014
1046,2014-11-12,0.0,6.7,0.0,7.6,sun,November,2014
1047,2014-11-13,0.0,7.2,0.6,4.7,sun,November,2014
1048,2014-11-14,0.0,7.2,-2.1,4.5,sun,November,2014
1049,2014-11-15,0.0,8.3,-1.6,4.2,sun,November,2014
1050,2014-11-16,0.0,9.4,-2.1,4.2,sun,November,2014
1051,2014-11-17,0.0,10.6,-2.1,1.9,sun,November,2014
1052,2014-11-18,0.0,7.2,-0.5,0.9,sun,November,2014
1053,2014-11-19,0.0,11.1,2.2,1.9,sun,November,2014
1054,2014-11-20,3.6,11.1,5.6,2.1,fog,November,2014
1055,2014-11-21,15.2,11.1,8.3,4.7,fog,November,2014
1056,2014-11-22,0.5,9.4,6.7,4.7,sun,November,2014
1057,2014-11-23,11.9,12.8,5.6,5.1,fog,November,2014
1058,2014-11-24,1.3,11.7,4.4,3.8,fog,November,2014
1059,2014-11-25,18.3,13.9,9.4,4.5,fog,November,2014
1060,2014-11-26,0.3,15.0,12.2,3.9,sun,November,2014
1061,2014-11-27,3.3,14.4,11.7,6.6,fog,November,2014
1062,2014-11-28,34.3,12.8,3.3,5.8,fog,November,2014
1063,2014-11-29,3.6,4.4,-4.3,5.3,fog,November,2014
1064,2014-11-30,0.0,2.8,-4.9,4.4,sun,November,2014
1065,2014-12-01,0.0,4.4,-3.2,2.2,sun,December,2014
1066,2014-12-02,0.0,5.6,-3.2,5.7,fog,December,2014
1067,2014-12-03,0.0,10.0,0.0,3.6,sun,December,2014
1068,2014-12-04,0.8,8.3,3.9,1.1,fog,December,2014
1069,2014-12-05,3.0,12.8,6.7,3.1,fog,December,2014
1070,2014-12-06,7.4,11.7,7.8,3.6,fog,December,2014
1071,2014-12-07,0.0,14.4,6.1,2.8,sun,December,2014
1072,2014-12-08,9.1,14.4,8.9,4.2,fog,December,2014
1073,2014-12-09,9.9,16.1,10.6,5.1,fog,December,2014
1074,2014-12-10,13.0,18.9,10.0,6.7,fog,December,2014
1075,2014-12-11,6.9,14.4,8.3,6.4,fog,December,2014
1076,2014-12-12,0.0,11.1,7.2,3.7,sun,December,2014
1077,2014-12-13,0.0,10.0,3.9,1.1,fog,December,2014
1078,2014-12-14,0.0,12.8,1.7,3.5,fog,December,2014
1079,2014-12-15,0.0,12.2,6.7,5.9,sun,December,2014
1080,2014-12-16,0.0,10.0,8.3,4.0,sun,December,2014
1081,2014-12-17,2.8,8.9,6.1,1.6,fog,December,2014
1082,2014-12-18,13.0,9.4,6.7,3.1,fog,December,2014
1083,2014-12-19,3.0,11.1,7.2,4.3,sun,December,2014
1084,2014-12-20,19.6,12.8,6.7,5.5,fog,December,2014
1085,2014-12-21,0.0,12.8,10.0,5.2,sun,December,2014
1086,2014-12-22,0.0,10.6,6.1,1.5,sun,December,2014
1087,2014-12-23,20.6,12.2,5.0,3.8,fog,December,2014
1088,2014-12-24,5.3,7.2,3.9,1.8,fog,December,2014
1089,2014-12-25,0.0,7.8,2.8,2.2,fog,December,2014
1090,2014-12-26,0.0,5.6,1.7,1.2,fog,December,2014
1091,2014-12-27,3.3,9.4,4.4,4.9,fog,December,2014
1092,2014-12-28,4.1,6.7,2.8,1.8,fog,December,2014
1093,2014-12-29,0.0,6.1,0.6,4.3,fog,December,2014
1094,2014-12-30,0.0,3.3,-2.1,3.6,sun,December,2014
1095,2014-12-31,0.0,3.3,-2.7,3.0,sun,December,2014
1096,2015-01-01,0.0,5.6,-3.2,1.2,sun,January,2015
1097,2015-01-02,1.5,5.6,0.0,2.3,fog,January,2015
1098,2015-01-03,0.0,5.0,1.7,1.7,fog,January,2015
1099,2015-01-04,10.2,10.6,3.3,4.5,fog,January,2015
1100,2015-01-05,8.1,12.2,9.4,6.4,fog,January,2015
1101,2015-01-06,0.0,12.2,6.1,1.3,fog,January,2015
1102,2015-01-07,0.0,7.8,5.6,1.6,fog,January,2015
1103,2015-01-08,0.0,7.8,1.7,2.6,fog,January,2015
1104,2015-01-09,0.3,10.0,3.3,0.6,fog,January,2015
1105,2015-01-10,5.8,7.8,6.1,0.5,fog,January,2015
1106,2015-01-11,1.5,9.4,7.2,1.1,fog,January,2015
1107,2015-01-12,0.0,11.1,4.4,1.6,fog,January,2015
1108,2015-01-13,0.0,9.4,2.8,2.7,fog,January,2015
1109,2015-01-14,0.0,6.1,0.6,2.8,fog,January,2015
1110,2015-01-15,9.7,7.8,1.1,3.2,fog,January,2015
1111,2015-01-16,0.0,11.7,5.6,4.5,fog,January,2015
1112,2015-01-17,26.2,13.3,3.3,2.8,fog,January,2015
1113,2015-01-18,21.3,13.9,7.2,6.6,rain,January,2015
1114,2015-01-19,0.5,10.0,6.1,2.8,sun,January,2015
1115,2015-01-20,0.0,10.0,3.3,3.0,fog,January,2015
1116,2015-01-21,0.0,7.2,-0.5,1.3,fog,January,2015
1117,2015-01-22,0.8,9.4,6.1,1.3,fog,January,2015
1118,2015-01-23,5.8,12.2,8.3,2.6,fog,January,2015
1119,2015-01-24,0.5,14.4,11.1,3.3,fog,January,2015
1120,2015-01-25,0.0,17.2,7.2,1.4,fog,January,2015
1121,2015-01-26,0.0,16.1,6.1,2.2,fog,January,2015
1122,2015-01-27,0.8,11.1,8.3,2.0,fog,January,2015
1123,2015-01-28,0.0,12.2,5.0,1.8,fog,January,2015
1124,2015-01-29,0.0,12.2,3.3,2.9,sun,January,2015
1125,2015-01-30,0.0,8.3,1.1,0.8,fog,January,2015
1126,2015-01-31,0.0,7.2,3.3,1.9,fog,January,2015
1127,2015-02-01,1.5,9.4,4.4,2.6,fog,February,2015
1128,2015-02-02,7.4,11.1,5.0,4.0,fog,February,2015
1129,2015-02-03,1.3,10.0,5.6,1.9,fog,February,2015
1130,2015-02-04,8.4,10.6,4.4,1.7,fog,February,2015
1131,2015-02-05,26.2,13.3,8.3,4.6,fog,February,2015
1132,2015-02-06,17.3,14.4,10.0,4.5,fog,February,2015
1133,2015-02-07,23.6,12.2,9.4,4.6,fog,February,2015
1134,2015-02-08,3.6,15.0,8.3,3.9,fog,February,2015
1135,2015-02-09,6.1,13.3,8.3,2.5,fog,February,2015
1136,2015-02-10,0.3,12.8,8.3,4.0,fog,February,2015
1137,2015-02-11,0.0,12.8,5.6,1.0,fog,February,2015
1138,2015-02-12,1.0,16.7,9.4,2.1,sun,February,2015
1139,2015-02-13,0.0,15.6,6.7,1.7,fog,February,2015
1140,2015-02-14,0.3,14.4,6.7,2.9,fog,February,2015
1141,2015-02-15,0.0,12.2,3.9,4.8,sun,February,2015
1142,2015-02-16,0.0,15.0,5.6,6.6,fog,February,2015
1143,2015-02-17,0.0,16.1,4.4,4.0,sun,February,2015
1144,2015-02-18,0.0,12.2,4.4,2.6,sun,February,2015
1145,2015-02-19,4.6,10.6,8.3,2.2,fog,February,2015
1146,2015-02-20,0.8,11.1,7.2,0.9,fog,February,2015
1147,2015-02-21,0.0,12.2,5.6,4.5,sun,February,2015
1148,2015-02-22,0.0,11.7,3.3,4.2,sun,February,2015
1149,2015-02-23,0.0,12.8,0.6,1.4,sun,February,2015
1150,2015-02-24,0.0,11.1,2.2,1.5,sun,February,2015
1151,2015-02-25,4.1,10.0,6.7,1.0,fog,February,2015
1152,2015-02-26,9.4,11.7,7.8,1.4,fog,February,2015
1153,2015-02-27,18.3,10.0,6.7,4.0,fog,February,2015
1154,2015-02-28,0.0,12.2,3.3,5.1,sun,February,2015
1155,2015-03-01,0.0,11.1,1.1,2.2,sun,March,2015
1156,2015-03-02,0.0,11.1,4.4,4.8,sun,March,2015
1157,2015-03-03,0.0,10.6,0.0,2.1,sun,March,2015
1158,2015-03-04,0.0,12.8,-0.5,1.8,sun,March,2015
1159,2015-03-05,0.0,13.3,2.8,1.3,sun,March,2015
1160,2015-03-06,0.0,15.0,3.3,1.4,sun,March,2015
1161,2015-03-07,0.0,16.7,3.9,2.7,fog,March,2015
1162,2015-03-08,0.0,17.2,3.9,1.7,fog,March,2015
1163,2015-03-09,0.0,14.4,4.4,1.8,fog,March,2015
1164,2015-03-10,0.8,13.3,5.0,2.6,fog,March,2015
1165,2015-03-11,2.5,14.4,8.9,3.1,fog,March,2015
1166,2015-03-12,0.0,17.8,9.4,3.2,sun,March,2015
1167,2015-03-13,2.0,17.2,7.8,2.2,sun,March,2015
1168,2015-03-14,17.0,13.9,9.4,3.8,fog,March,2015
1169,2015-03-15,55.9,10.6,6.1,4.2,fog,March,2015
1170,2015-03-16,1.0,13.9,6.1,3.0,fog,March,2015
1171,2015-03-17,0.8,13.3,4.4,2.6,sun,March,2015
1172,2015-03-18,0.0,15.6,7.2,2.5,sun,March,2015
1173,2015-03-19,0.0,15.6,8.3,1.9,sun,March,2015
1174,2015-03-20,4.1,13.9,8.9,1.9,sun,March,2015
1175,2015-03-21,3.8,13.3,8.3,4.7,fog,March,2015
1176,2015-03-22,1.0,11.7,6.1,2.3,sun,March,2015
1177,2015-03-23,8.1,11.1,5.6,2.8,fog,March,2015
1178,2015-03-24,7.6,12.8,6.1,3.9,fog,March,2015
1179,2015-03-25,5.1,14.4,7.2,4.4,fog,March,2015
1180,2015-03-26,0.0,20.6,10.0,2.2,sun,March,2015
1181,2015-03-27,1.0,18.3,8.9,4.0,fog,March,2015
1182,2015-03-28,0.0,15.6,9.4,5.7,sun,March,2015
1183,2015-03-29,0.0,15.6,8.9,3.0,sun,March,2015
1184,2015-03-30,1.8,17.8,10.6,2.9,fog,March,2015
1185,2015-03-31,1.0,12.8,6.1,4.2,fog,March,2015
1186,2015-04-01,5.1,12.8,5.6,3.2,rain,April,2015
1187,2015-04-02,0.0,13.3,5.6,2.4,sun,April,2015
1188,2015-04-03,1.5,11.1,5.0,3.6,fog,April,2015
1189,2015-04-04,0.0,12.8,3.9,1.7,sun,April,2015
1190,2015-04-05,0.0,16.7,2.8,2.4,sun,April,2015
1191,2015-04-06,1.0,13.9,6.7,3.5,sun,April,2015
1192,2015-04-07,0.5,14.4,6.7,3.9,sun,April,2015
1193,2015-04-08,0.0,17.2,6.1,1.7,sun,April,2015
1194,2015-04-09,0.0,17.2,6.1,2.3,sun,April,2015
1195,2015-04-10,10.9,13.9,7.8,4.6,fog,April,2015
1196,2015-04-11,0.0,11.7,5.6,6.5,sun,April,2015
1197,2015-04-12,0.0,13.3,5.6,3.6,sun,April,2015
1198,2015-04-13,14.0,11.7,3.9,3.6,fog,April,2015
1199,2015-04-14,3.3,11.7,2.8,3.3,sun,April,2015
1200,2015-04-15,0.0,13.9,3.3,2.4,sun,April,2015
1201,2015-04-16,0.0,17.8,3.9,3.1,sun,April,2015
1202,2015-04-17,0.0,18.9,6.1,3.6,sun,April,2015
1203,2015-04-18,0.0,18.9,8.3,3.9,sun,April,2015
1204,2015-04-19,0.0,21.1,8.3,3.6,sun,April,2015
1205,2015-04-20,0.0,22.8,7.8,2.6,sun,April,2015
1206,2015-04-21,5.6,17.2,6.7,3.4,fog,April,2015
1207,2015-04-22,0.0,15.6,5.0,2.3,sun,April,2015
1208,2015-04-23,3.0,12.2,6.7,4.1,fog,April,2015
1209,2015-04-24,3.3,12.2,6.1,5.0,fog,April,2015
1210,2015-04-25,1.3,13.3,5.6,3.0,fog,April,2015
1211,2015-04-26,0.0,15.6,4.4,2.7,fog,April,2015
1212,2015-04-27,0.3,25.0,10.6,2.3,fog,April,2015
1213,2015-04-28,1.8,15.6,8.9,4.3,fog,April,2015
1214,2015-04-29,0.0,16.1,7.2,4.7,sun,April,2015
1215,2015-04-30,0.0,17.2,7.8,2.1,sun,April,2015
1216,2015-05-01,0.0,18.3,8.9,3.7,sun,May,2015
1217,2015-05-02,0.0,18.3,7.8,3.7,sun,May,2015
1218,2015-05-03,0.0,20.6,7.8,2.6,sun,May,2015
1219,2015-05-04,0.0,17.2,7.2,5.2,sun,May,2015
1220,2015-05-05,6.1,14.4,7.2,5.1,fog,May,2015
1221,2015-05-06,0.0,16.7,7.2,2.6,fog,May,2015
1222,2015-05-07,0.0,20.6,6.1,3.0,sun,May,2015
1223,2015-05-08,0.0,23.9,8.3,3.0,sun,May,2015
1224,2015-05-09,0.0,26.7,9.4,2.6,sun,May,2015
1225,2015-05-10,0.0,19.4,11.1,2.8,sun,May,2015
1226,2015-05-11,0.0,13.9,10.0,2.5,fog,May,2015
1227,2015-05-12,4.3,15.6,10.6,3.3,fog,May,2015
1228,2015-05-13,4.1,12.2,10.0,2.8,fog,May,2015
1229,2015-05-14,0.3,17.8,9.4,2.0,fog,May,2015
1230,2015-05-15,0.0,20.0,9.4,2.8,fog,May,2015
1231,2015-05-16,0.0,15.6,11.1,3.0,sun,May,2015
1232,2015-05-17,0.0,19.4,10.6,2.1,sun,May,2015
1233,2015-05-18,0.0,25.6,12.2,3.0,sun,May,2015
1234,2015-05-19,0.0,21.7,11.7,2.6,sun,May,2015
1235,2015-05-20,0.0,23.3,10.6,1.8,fog,May,2015
1236,2015-05-21,0.0,25.6,11.7,2.1,sun,May,2015
1237,2015-05-22,0.0,16.7,11.7,3.7,sun,May,2015
1238,2015-05-23,0.0,16.1,11.7,2.6,sun,May,2015
1239,2015-05-24,0.0,17.8,11.1,2.7,sun,May,2015
1240,2015-05-25,0.0,15.6,11.1,2.7,sun,May,2015
1241,2015-05-26,0.0,21.7,11.7,2.1,sun,May,2015
1242,2015-05-27,0.0,24.4,11.7,1.8,sun,May,2015
1243,2015-05-28,0.0,27.8,12.2,2.1,sun,May,2015
1244,2015-05-29,0.0,26.1,12.8,2.5,sun,May,2015
1245,2015-05-30,0.0,22.8,10.0,2.5,sun,May,2015
1246,2015-05-31,0.0,25.0,11.7,2.2,sun,May,2015
1247,2015-06-01,4.6,16.1,11.7,3.4,fog,June,2015
1248,2015-06-02,0.5,17.8,12.8,5.0,sun,June,2015
1249,2015-06-03,0.0,20.0,11.7,3.0,sun,June,2015
1250,2015-06-04,0.0,22.8,11.7,3.9,sun,June,2015
1251,2015-06-05,0.0,26.7,12.8,4.3,sun,June,2015
1252,2015-06-06,0.0,29.4,13.3,2.6,sun,June,2015
1253,2015-06-07,0.0,31.1,15.6,3.2,sun,June,2015
1254,2015-06-08,0.0,30.6,14.4,3.5,sun,June,2015
